flight_date,origin_state,phase_of_flight,wildlife_size,wildlife_species,time_of_day,cost_other,cost_repair,cost_total,speed_ias_in_knots
1992-09-20,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,165.0
1992-09-20,Kentucky,Climb,Small,Unknown bird - small,Night,0,0,0,200.0
1992-09-22,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,190.0
1992-09-22,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,0.0
1992-09-22,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150.0
1992-09-22,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,200.0
1992-09-22,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1992-09-23,Tennessee,Approach,Large,Canada goose,Day,0,0,0,170.0
1992-09-23,Tennessee,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-09-23,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,160.0
1992-09-23,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,185.0
1992-09-23,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
1992-09-23,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,200.0
1992-09-23,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
1992-09-24,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-09-24,Kentucky,Approach,Small,Rock pigeon,Day,0,0,0,130.0
1992-09-24,Nebraska,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
1992-09-24,Nebraska,Landing Roll,Small,Unknown bird - small,Day,0,0,0,110.0
1992-09-25,Kentucky,Approach,Small,Unknown bird - small,Dusk,0,0,0,135.0
1992-09-26,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-09-26,Utah,Take-off run,Small,Unknown bird - small,Day,0,0,0,135.0
1992-09-27,Indiana,Climb,Large,Unknown bird - large,Night,0,0,0,170.0
1992-09-27,Illinois,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-09-27,Tennessee,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,140.0
1992-09-27,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
1992-09-28,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,125.0
1992-09-28,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
1992-09-28,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
1992-09-28,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,250.0
1992-09-28,Illinois,Climb,Small,Unknown bird - small,Night,0,0,0,200.0
1992-09-29,Georgia,Climb,Large,Unknown bird - large,Night,0,0,0,200.0
1992-09-29,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,200.0
1992-09-29,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,250.0
1992-09-30,Louisiana,Take-off run,Medium,Unknown bird or bat,Dawn,0,0,0,100.0
1992-10-01,Minnesota,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
1992-10-01,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,143.0
1992-10-02,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
1992-10-02,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,175.0
1992-10-02,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,250.0
1992-10-03,Oregon,Approach,Small,Unknown bird - small,Dawn,0,0,0,140.0
1992-10-03,Texas,Descent,Small,Unknown bird - small,Day,0,0,0,250.0
1992-10-04,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
1992-10-04,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1992-10-04,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1992-10-05,Utah,Climb,Medium,Unknown bird - medium,Night,0,0,0,185.0
1992-10-05,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,200.0
1992-10-05,North Carolina,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
1992-10-05,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-10-05,Utah,Descent,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-10-05,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
1992-10-05,Kentucky,Take-off run,Small,Rock pigeon,Day,0,0,0,100.0
1992-10-05,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1992-10-06,California,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,140.0
1992-10-06,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,100.0
1992-10-06,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,160.0
1992-10-06,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-10-06,Utah,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0
1992-10-06,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
1992-10-07,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,180.0
1992-10-08,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-10-08,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0
1992-10-08,California,Landing Roll,Small,Mourning dove,Day,0,0,0,135.0
1992-10-08,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,280.0
1992-10-09,Hawaii,Take-off run,Medium,Unknown bird - medium,Dawn,0,1650,1650,110.0
1992-10-09,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,100.0
1992-10-09,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1992-10-09,Minnesota,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1992-10-10,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,210.0
1992-10-11,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-10-11,Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,136.0
1992-10-11,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1992-10-11,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,200.0
1992-10-12,Kentucky,Take-off run,Small,European starling,Day,0,0,0,100.0
1992-10-12,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,170.0
1992-10-13,New York,Climb,Large,Unknown bird - large,Day,0,0,0,180.0
1992-10-13,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
1992-10-13,Tennessee,Climb,Small,Unknown bird - small,Night,0,0,0,140.0
1992-10-14,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
1992-10-15,Illinois,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
1992-10-15,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,120.0
1992-10-16,Illinois,Approach,Medium,American crow,Day,0,0,0,140.0
1992-10-16,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,167.0
1992-10-16,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
1992-10-16,New Jersey,Landing Roll,Small,Eastern meadowlark,Day,0,0,0,140.0
1992-10-16,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
1992-10-17,Texas,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-10-17,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-10-18,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-10-18,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,200.0
1992-10-19,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-10-19,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150.0
1992-10-19,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120.0
1992-10-20,Hawaii,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,140.0
1992-10-21,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-10-21,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,152.0
1992-10-22,Pennsylvania,Climb,Large,Unknown bird - large,Night,0,0,0,250.0
1992-10-22,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,190.0
1992-10-22,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
1992-10-22,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,170.0
1992-10-22,North Carolina,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
1992-10-22,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,170.0
1992-10-24,New York,Take-off run,Medium,Herring gull,Day,0,1237569,1237569,140.0
1992-10-24,Pennsylvania,Climb,Small,Rock pigeon,Day,0,0,0,140.0
1992-10-24,Louisiana,Take-off run,Small,Cattle egret,Day,0,0,0,140.0
1992-10-25,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,115.0
1992-10-26,New York,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,140.0
1992-10-26,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
1992-10-26,Indiana,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
1992-10-26,Louisiana,Climb,Medium,Unknown bird or bat,Night,0,0,0,150.0
1992-10-27,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
1992-10-27,Louisiana,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,125.0
1992-10-27,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1992-10-27,New York,Landing Roll,Small,Barn owl,Night,0,0,0,140.0
1992-10-28,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,200.0
1992-10-28,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,230.0
1992-10-30,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-10-31,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,200.0
1992-10-31,Hawaii,Approach,Small,Unknown bird - small,Dawn,0,0,0,175.0
1992-10-31,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1992-10-31,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,170.0
1992-10-31,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,80.0
1992-11-01,New Jersey,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0
1992-11-03,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,145.0
1992-11-03,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
1992-11-03,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
1992-11-04,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,150.0
1992-11-04,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,160.0
1992-11-05,California,Descent,Medium,Unknown bird - medium,Night,0,0,0,180.0
1992-11-06,DC,Approach,Large,Canada goose,Day,0,0,0,170.0
1992-11-06,Florida,Take-off run,Small,Cattle egret,Day,0,0,0,180.0
1992-11-07,Pennsylvania,Descent,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-11-09,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-11-09,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,125.0
1992-11-10,Utah,Climb,Medium,Unknown bird - medium,Night,0,0,0,190.0
1992-11-10,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-11-11,Florida,Approach,Large,Turkey vulture,Day,0,0,0,140.0
1992-11-12,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,120.0
1992-11-12,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,200.0
1992-11-15,Minnesota,Approach,Large,Canada goose,Day,0,0,0,133.0
1992-11-15,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0
1992-11-15,New York,Approach,Small,Unknown bird - small,Night,0,0,0,145.0
1992-11-19,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
1992-11-20,Oklahoma,Climb,Large,White-tailed deer,Night,0,0,0,140.0
1992-11-20,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-11-21,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-11-23,DC,Landing Roll,Medium,Ring-billed gull,Dawn,0,0,0,140.0
1992-11-24,Illinois,Approach,Small,Rock pigeon,Day,0,0,0,135.0
1992-11-26,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
1992-11-26,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-11-26,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
1992-11-28,Texas,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,125.0
1992-11-29,New York,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,140.0
1992-11-29,Ohio,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
1992-11-30,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-11-30,Texas,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,140.0
1992-11-30,Hawaii,Climb,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-12-01,Louisiana,Approach,Medium,Unknown bird or bat,Dawn,0,0,0,160.0
1992-12-01,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,170.0
1992-12-01,Washington,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-12-01,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1992-12-03,Kentucky,Approach,Small,Rock pigeon,Night,0,0,0,130.0
1992-12-04,California,Climb,Large,Unknown bird - large,Night,0,0,0,220.0
1992-12-04,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,135.0
1992-12-05,Texas,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,140.0
1992-12-15,Pennsylvania,Take-off run,Large,White-tailed deer,Night,0,0,0,140.0
1992-12-16,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0
1992-12-18,Louisiana,Approach,Large,Unknown bird - large,Night,8250,9901,18151,160.0
1992-12-18,Massachusetts,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,140.0
1992-12-18,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-12-19,Hawaii,Landing Roll,Medium,Unknown bird or bat,Night,0,0,0,0.0
1992-12-20,California,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
1992-12-21,Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,133.0
1992-12-22,Florida,Climb,Large,Unknown bird - large,Day,0,0,0,180.0
1992-12-22,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,130.0
1992-12-22,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
1992-12-23,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,230.0
1992-12-27,New York,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100.0
1992-12-27,Louisiana,Take-off run,Small,Mourning dove,Day,0,0,0,140.0
1992-12-28,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,145.0
1992-12-28,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
1993-01-02,California,Climb,Large,Unknown bird - large,Night,0,321433,321433,170.0
1993-01-05,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,142.0
1993-01-09,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,175.0
1993-01-10,Florida,Climb,Large,Unknown bird - large,Day,0,0,0,200.0
1993-01-10,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1993-01-11,DC,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,140.0
1993-01-11,Missouri,Landing Roll,Small,Unknown bird - small,Night,0,0,0,140.0
1993-01-12,Missouri,Approach,Large,Unknown bird - large,Night,0,0,0,135.0
1993-01-20,New York,Take-off run,Large,Canada goose,Night,0,0,0,100.0
1993-01-20,Hawaii,Take-off run,Medium,Zebra dove,Day,0,0,0,120.0
1993-01-20,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0
1993-01-21,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
1993-01-24,Hawaii,Approach,Small,Zebra dove,Day,0,0,0,140.0
1993-01-25,Illinois,Landing Roll,Medium,Red-tailed hawk,Day,0,0,0,80.0
1993-01-25,Louisiana,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,140.0
1993-01-26,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1993-01-27,Hawaii,Approach,Medium,Unknown bird - medium,Day,0,0,0,150.0
1993-01-28,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
1993-01-29,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,135.0
1993-02-02,Texas,Take-off run,Small,Rock pigeon,Day,0,0,0,110.0
1993-02-03,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,125.0
1993-02-03,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,80.0
1993-02-07,California,Climb,Small,Unknown bird - small,Day,0,0,0,130.0
1993-02-08,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
1993-02-09,California,Approach,Large,Unknown bird - large,Night,0,0,0,140.0
1993-02-10,California,Climb,Large,Canada goose,Day,0,0,0,135.0
1993-02-11,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1993-02-12,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,115.0
1993-02-15,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,80.0
1993-02-17,Hawaii,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,130.0
1993-02-23,Florida,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1993-02-23,Texas,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,140.0
1993-02-23,Kentucky,Landing Roll,Small,Eastern meadowlark,Day,0,0,0,140.0
1993-02-25,Illinois,Descent,Large,Unknown bird - large,Dusk,0,0,0,140.0
1993-02-25,Louisiana,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,140.0
1993-02-27,Florida,Climb,Large,Turkey vulture,Day,0,0,0,175.0
1993-03-01,Texas,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,130.0
1993-03-03,Tennessee,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1993-03-09,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,120.0
1993-03-10,Louisiana,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1993-03-10,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,145.0
1993-03-11,Minnesota,Approach,Large,Unknown bird - large,Dusk,0,0,0,140.0
1993-03-11,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,120.0
1993-03-16,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
1993-03-18,Indiana,Landing Roll,Small,European starling,Day,0,0,0,130.0
1993-03-20,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0
1993-03-21,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,30.0
1993-03-23,Arizona,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,200.0
1993-03-23,Texas,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,250.0
1993-03-25,Texas,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,140.0
1993-03-25,DC,Descent,Medium,Unknown bird - medium,Night,0,0,0,140.0
1993-03-25,California,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,150.0
1993-03-26,New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,200.0
1993-03-29,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0
1993-03-29,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120.0
1993-03-30,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,150.0
1993-03-30,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1993-03-30,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
1993-03-30,Kentucky,Climb,Small,Mourning dove,Day,0,0,0,131.0
1993-03-31,DC,Climb,Large,Unknown bird - large,Night,0,0,0,160.0
1993-03-31,Michigan,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1993-04-01,Florida,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,150.0
1993-04-01,California,Take-off run,Medium,Mallard,Day,0,0,0,90.0
1993-04-01,Utah,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
1993-04-02,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,90.0
1993-04-02,North Carolina,Approach,Small,American robin,Night,0,0,0,145.0
1993-04-04,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
1993-04-06,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
1993-04-06,Louisiana,Approach,Small,Unknown bird - small,Night,0,0,0,125.0
1993-04-07,Kentucky,Climb,Large,Unknown bird - large,Night,0,0,0,320.0
1993-04-07,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,240.0
1993-04-08,Florida,Climb,Medium,Unknown bird - medium,Day,0,0,0,180.0
1993-04-08,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,340.0
1993-04-08,Louisiana,Take-off run,Small,Unknown bird - small,Day,0,0,0,160.0
1993-04-08,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
1993-04-12,Hawaii,Climb,Medium,Short-eared owl,Day,0,0,0,140.0
1993-04-12,California,Approach,Small,Horned lark,Day,0,0,0,180.0
1993-04-13,Illinois,Climb,Large,Unknown bird - large,Night,0,0,0,250.0
1993-04-13,Indiana,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
1993-04-13,DC,Approach,Small,Unknown bird - small,Dusk,0,0,0,140.0
1993-04-14,New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,132.0
1993-04-14,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1993-04-14,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150.0
1993-04-14,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,125.0
1993-04-15,Illinois,Approach,Large,Unknown bird - large,Night,0,0,0,155.0
1993-04-15,Louisiana,Climb,Medium,Unknown bird - medium,Day,0,0,0,170.0
1993-04-15,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,135.0
1993-04-16,Michigan,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1993-04-16,Louisiana,Climb,Small,Unknown bird - small,Night,0,0,0,140.0
1993-04-17,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1993-04-17,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1993-04-18,Massachusetts,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1993-04-18,Missouri,Climb,Medium,Unknown bird - medium,Night,0,0,0,210.0
1993-04-18,Florida,Take-off run,Small,Cattle egret,Day,0,0,0,131.0
1993-04-19,Texas,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,140.0
1993-04-19,New York,Approach,Medium,Mallard,Day,0,0,0,140.0
1993-04-19,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,160.0
1993-04-19,Illinois,Approach,Medium,Ring-billed gull,Dusk,0,0,0,138.0
1993-04-19,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1993-04-19,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,130.0
1993-04-19,Texas,Approach,Small,Mourning dove,Day,0,0,0,140.0
1993-04-19,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,115.0
1993-04-20,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,131.0
1993-04-21,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1993-04-22,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,160.0
1993-04-22,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150.0
1993-04-22,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,160.0
1993-04-22,California,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1993-04-22,Missouri,Landing Roll,Small,European starling,Day,0,0,0,120.0
1993-04-22,Missouri,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100.0
1993-04-22,Texas,Take-off run,Small,Rock pigeon,Day,0,0,0,90.0
1993-04-23,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,145.0
